placaId,empresaId,codigo,nome,slug,prefix,status,selectedKey,lastModified,size,localPath,error,createdAt,updatedAt
69d7cf9b9b9a603e46839295,699deac081306d4261f00d33,CAU-32,,,empresas/699deac081306d4261f00d33/plates/69d7cf9b9b9a603e46839295/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/69d7cf9b9b9a603e46839295/main/6a26f6b4e0f9428da1ce39d8.webp,2026-06-09T12:19:16.374Z,296354,G:\Inmidia V4\BECKEND\latest-plate-images\69d7cf9b9b9a603e46839295\image.webp,,2026-04-09T16:11:07.174Z,2026-06-08T17:07:06.365Z
69d7d0549b9a603e468392a3,699deac081306d4261f00d33,CAU-33,,,empresas/699deac081306d4261f00d33/plates/69d7d0549b9a603e468392a3/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/69d7d0549b9a603e468392a3/main/6a26f6f3e0f9428da1ce3a83.webp,2026-06-09T12:19:17.835Z,292350,G:\Inmidia V4\BECKEND\latest-plate-images\69d7d0549b9a603e468392a3\image.webp,,2026-04-09T16:14:12.262Z,2026-06-09T15:29:42.658Z
69d7d13b9b9a603e468392b5,699deac081306d4261f00d33,CAU-34,,,empresas/699deac081306d4261f00d33/plates/69d7d13b9b9a603e468392b5/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/69d7d13b9b9a603e468392b5/main/6a26f745e0f9428da1ce3b5c.webp,2026-06-09T12:19:19.320Z,286570,G:\Inmidia V4\BECKEND\latest-plate-images\69d7d13b9b9a603e468392b5\image.webp,,2026-04-09T16:18:03.827Z,2026-06-09T15:28:46.711Z
69d7d14e9b9a603e468392c3,699deac081306d4261f00d33,CAU-35,,,empresas/699deac081306d4261f00d33/plates/69d7d14e9b9a603e468392c3/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/69d7d14e9b9a603e468392c3/main/6a270b2ce0f9428da1ce59c5.webp,2026-06-09T12:19:20.559Z,188630,G:\Inmidia V4\BECKEND\latest-plate-images\69d7d14e9b9a603e468392c3\image.webp,,2026-04-09T16:18:22.678Z,2026-06-09T15:36:33.688Z
69d7d1fa9b9a603e468392d1,699deac081306d4261f00d33,CAU-36,,,empresas/699deac081306d4261f00d33/plates/69d7d1fa9b9a603e468392d1/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/69d7d1fa9b9a603e468392d1/main/6a270ac3e0f9428da1ce5897.webp,2026-06-09T12:19:22.341Z,162746,G:\Inmidia V4\BECKEND\latest-plate-images\69d7d1fa9b9a603e468392d1\image.webp,,2026-04-09T16:21:14.681Z,2026-06-09T15:32:25.540Z
69d7d2a69b9a603e468392e3,699deac081306d4261f00d33,CAU-37,,,empresas/699deac081306d4261f00d33/plates/69d7d2a69b9a603e468392e3/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/69d7d2a69b9a603e468392e3/main/6a270ae4e0f9428da1ce595c.webp,2026-06-09T12:19:24.488Z,162382,G:\Inmidia V4\BECKEND\latest-plate-images\69d7d2a69b9a603e468392e3\image.webp,,2026-04-09T16:24:06.021Z,2026-06-09T15:32:51.336Z
6a201623af16d59ebdabb0c7,699deac081306d4261f00d33,,,,empresas/699deac081306d4261f00d33/plates/6a201623af16d59ebdabb0c7/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/6a201623af16d59ebdabb0c7/main/6a270713e0f9428da1ce56b0.webp,2026-06-09T12:19:25.752Z,83522,G:\Inmidia V4\BECKEND\latest-plate-images\6a201623af16d59ebdabb0c7\image.webp,,2026-06-03T11:55:15.459Z,2026-06-09T15:36:40.572Z
6a270458e0f9428da1ce5270,699deac081306d4261f00d33,,,,empresas/699deac081306d4261f00d33/plates/6a270458e0f9428da1ce5270/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/6a270458e0f9428da1ce5270/main/6a270e6fe0f9428da1ce5b66.webp,2026-06-09T12:19:27.499Z,102454,G:\Inmidia V4\BECKEND\latest-plate-images\6a270458e0f9428da1ce5270\image.webp,,2026-06-08T18:05:12.426Z,2026-06-09T15:36:45.647Z
6a270467e0f9428da1ce5311,699deac081306d4261f00d33,,,,empresas/699deac081306d4261f00d33/plates/6a270467e0f9428da1ce5311/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/6a270467e0f9428da1ce5311/main/6a270ed6e0f9428da1ce5c26.webp,2026-06-09T12:19:28.791Z,102832,G:\Inmidia V4\BECKEND\latest-plate-images\6a270467e0f9428da1ce5311\image.webp,,2026-06-08T18:05:27.698Z,2026-06-09T15:36:54.378Z
6a270480e0f9428da1ce5336,699deac081306d4261f00d33,,,,empresas/699deac081306d4261f00d33/plates/6a270480e0f9428da1ce5336/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/6a270480e0f9428da1ce5336/main/6a270ee6e0f9428da1ce5c60.webp,2026-06-09T12:19:30.062Z,96302,G:\Inmidia V4\BECKEND\latest-plate-images\6a270480e0f9428da1ce5336\image.webp,,2026-06-08T18:05:52.271Z,2026-06-09T15:37:00.251Z
6a28337cbc99cf0e36b13294,699deac081306d4261f00d33,,,,empresas/699deac081306d4261f00d33/plates/6a28337cbc99cf0e36b13294/,DOWNLOADED,empresas/699deac081306d4261f00d33/plates/6a28337cbc99cf0e36b13294/history/6a283540bc99cf0e36b1376a.jpg,2026-06-09T15:46:09.373Z,270711,G:\Inmidia V4\BECKEND\latest-plate-images\6a28337cbc99cf0e36b13294\image.jpg,,2026-06-09T15:38:36.115Z,2026-06-09T15:46:12.509Z
